Tree ID,Tag No,Plot,Subplot,Family,Species,Tree Notes,WD,DBH0_05,DBH1_05,DBH2_05,DBH3_05,DBH4_05,DBH0_09,DBH1_09,DBH2_09,DBH3_09,DBH4_09,DBH0_13,DBH1_13,DBH2_13,DBH3_13,DBH4_13,Census Notes
391533,10403,13,13,Simaroubaceae,Hannoa klaineana,,0.300083333,171,171,171,171,171,186,186,186,186,186,164,164,164,164,164,
391534,10404,13,13,Olacaceae,Strombosia pustulata,,0.830285714,340,340,340,340,340,354,354,354,354,354,330,330,330,330,330,
391535,10408,13,12,Annonaceae,Greenwayodendron suaveolens,,0.498461361,228,228,228,228,228,253,253,253,253,253,248,248,248,248,248,
391536,10409,13,12,Olacaceae,Strombosia nigropunctata,,0.827392857,156,156,156,156,156,178,178,178,178,178,167,167,167,167,167,
391537,10410,13,12,Olacaceae,Strombosia grandifolia,,0.8245,406,406,406,406,406,426,426,426,426,426,395,395,395,395,395,
391538,10411,13,11,Fabaceae,Dialium pachyphyllum,,0.9225,110,110,110,110,110,110,110,110,110,110,108,108,108,108,108,
391539,10412,13,12,Bignoniaceae,Fernandoa adolfi-friderici,,0.539704762,480,480,480,480,480,502,502,502,502,502,512,512,512,512,512,
391540,10413,13,12,Rhizophoraceae,Anopyxis klaineana,,0.799909091,138,138,138,138,138,156,156,156,156,156,152,152,152,152,152,
391541,10414,13,19,Olacaceae,Strombosia nigropunctata,,0.827392857,127,127,127,127,127,140,140,140,140,140,157,157,157,157,157,
391542,10415,13,11,Malvaceae,Desplatsia dewevrei,,0.474369071,305,305,305,305,305,316,316,316,316,316,228,228,228,228,228,
391543,10416,13,11,Ebenaceae,Diospyros bipindensis,,0.828845238,116,116,116,116,116,122,122,122,122,122,115,115,115,115,115,
391544,10417,13,14,Olacaceae,Strombosia nigropunctata,,0.827392857,197,197,197,197,197,227,227,227,227,227,226,226,226,226,226,
391545,10418,13,20,Annonaceae,Greenwayodendron suaveolens,,0.498461361,183,183,183,183,183,210,210,210,210,210,232,232,232,232,232,
391546,10419,13,0,Ebenaceae,Diospyros canaliculata,,0.828845238,103,103,103,103,103,0,0,0,0,0,0,0,0,0,0,
391547,10421,13,20,Olacaceae,Strombosiopsis tetrandra,,0.663,164,164,164,164,164,184,184,184,184,184,188,188,188,188,188,
391548,10422,13,20,Meliaceae,Carapa procera,,0.6042,184,184,184,184,184,194,194,194,194,194,170,170,170,170,170,
391549,10423,13,11,Annonaceae,Greenwayodendron suaveolens,,0.498461361,120,120,120,120,120,120,120,120,120,120,105,105,105,105,105,
391550,10424,13,11,Olacaceae,Strombosia nigropunctata,,0.827392857,277,277,277,277,277,280,280,280,280,280,276,276,276,276,276,
391551,10425,13,11,Annonaceae,Greenwayodendron suaveolens,,0.498461361,528,528,528,528,528,550,550,550,550,550,543,543,543,543,543,
391552,10426,13,11,Olacaceae,Strombosia nigropunctata,,0.827392857,227,227,227,227,227,230,230,230,230,230,223,223,223,223,223,
391553,10428,13,11,Fabaceae,Angylocalyx pynaertii,,0.678842191,124,124,124,124,124,136,136,136,136,136,123,123,123,123,123,
391554,10429,13,11,Fabaceae,Dialium zenkeri,,0.86105,310,310,310,310,310,310,310,310,310,310,316,316,316,316,316,
391555,10430,13,11,Olacaceae,Strombosia nigropunctata,,0.827392857,271,271,271,271,271,283,283,283,283,283,269,269,269,269,269,
391556,10431,13,11,Malvaceae,Cola lateritia,,0.507,158,158,158,158,158,160,160,160,160,160,159,159,159,159,159,
391557,10433,13,12,Meliaceae,Trichilia prieuriana,ssp. vermoesenii,0.663,233,233,233,233,233,264,264,264,264,264,221,221,221,221,221,
391558,10434,13,12,Olacaceae,Strombosia grandifolia,,0.8245,257,257,257,257,257,0,0,0,0,0,0,0,0,0,0,
391559,10435,13,12,Sapindaceae,Pancovia pedicellaris,,0.661607143,155,155,155,155,155,162,162,162,162,162,158,158,158,158,158,
391560,10436,13,12,Fabaceae,Angylocalyx pynaertii,,0.678842191,198,198,198,198,198,200,200,200,200,200,198,198,198,198,198,
391561,10437,13,13,Olacaceae,Strombosia nigropunctata,,0.827392857,345,345,345,345,345,350,350,350,350,350,344,344,344,344,344,
391562,10438,13,13,Sapindaceae,Pancovia pedicellaris,,0.661607143,193,193,193,193,193,216,216,216,216,216,196,196,196,196,196,
391563,10439,13,13,Ebenaceae,Diospyros canaliculata,,0.828845238,132,132,132,132,132,144,144,144,144,144,134,134,134,134,134,
391564,10440,13,13,Annonaceae,Cleistopholis patens,,0.3355,410,410,410,410,410,410,410,410,410,410,0,0,0,0,0,
391565,10441,13,13,Ebenaceae,Diospyros iturensis,,0.828845238,103,103,103,103,103,110,110,110,110,110,0,0,0,0,0,
391566,10442,13,13,Olacaceae,Strombosia grandifolia,,0.8245,201,201,201,201,201,200,200,200,200,200,214,214,214,214,214,
391567,10443,13,13,Ebenaceae,Diospyros bipindensis,,0.828845238,113,113,113,113,113,120,120,120,120,120,117,117,117,117,117,Forked at 130 cm
391568,10444,13,14,Rutaceae,Zanthoxylum gilletii,,0.686090909,355,355,355,355,355,363,363,363,363,363,353,353,353,353,353,
391569,10445,13,14,Annonaceae,Greenwayodendron suaveolens,,0.498461361,104,104,104,104,104,124,124,124,124,124,155,155,155,155,155,
391570,10446,13,14,Olacaceae,Strombosia nigropunctata,,0.827392857,168,168,168,168,168,180,180,180,180,180,185,185,185,185,185,
391571,10447,13,14,Meliaceae,Carapa procera,,0.6042,205,205,205,205,205,216,216,216,216,216,193,193,193,193,193,
391572,10448,13,14,Bignoniaceae,Markhamia tomentosa,,0.473,449,449,449,449,449,464,464,464,464,464,397,397,397,397,397,
391573,10449,13,14,Achariaceae,Scottellia klaineana,,0.57575,500,500,500,500,500,516,516,516,516,516,456,456,456,456,456,
391574,10450,13,14,Rubiaceae,Pausinystalia macroceras,,0.588,115,115,115,115,115,126,126,126,126,126,119,119,119,119,119,
391575,10451,13,14,Ebenaceae,Diospyros canaliculata,,0.828845238,119,119,119,119,119,122,122,122,122,122,117,117,117,117,117,
391576,10452,13,14,Meliaceae,Trichilia rubescens,,0.52025,108,108,108,108,108,110,110,110,110,110,113,113,113,113,113,
391577,10453,13,14,Meliaceae,Trichilia prieuriana,ssp. vermoesenii,0.663,145,145,145,145,145,150,150,150,150,150,127,127,127,127,127,
391578,10455,13,15,Annonaceae,Greenwayodendron suaveolens,,0.498461361,244,244,244,244,244,251,251,251,251,251,242,242,242,242,242,
391579,10456,13,15,Olacaceae,Strombosia nigropunctata,,0.827392857,120,120,120,120,120,134,134,134,134,134,124,124,124,124,124,
391580,10457,13,15,Olacaceae,Strombosiopsis tetrandra,,0.663,290,290,290,290,290,310,310,310,310,310,289,289,289,289,289,
391581,10459,13,15,Ebenaceae,Diospyros bipindensis,,0.828845238,113,113,113,113,113,128,128,128,128,128,107,107,107,107,107,Broken at about 5 m
391582,10460,13,9,Ebenaceae,Diospyros canaliculata,,0.828845238,135,135,135,135,135,164,164,164,164,164,152,152,152,152,152,
391583,10461,13,15,Ebenaceae,Diospyros iturensis,,0.828845238,129,129,129,129,129,130,130,130,130,130,131,131,131,131,131,
391584,10463,13,15,Ebenaceae,Diospyros canaliculata,,0.828845238,111,111,111,111,111,122,122,122,122,122,124,124,124,124,124,
391585,10464,13,15,Meliaceae,Carapa procera,,0.6042,125,125,125,125,125,136,136,136,136,136,118,118,118,118,118,
391586,10465,13,15,Fabaceae,Dialium pachyphyllum,,0.9225,115,115,115,115,115,148,148,148,148,148,138,138,138,138,138,
391587,10466,13,15,Annonaceae,Uvariastrum pierreanum,,0.498461361,199,199,199,199,199,216,216,216,216,216,193,193,193,193,193,
391588,10467,13,15,Malvaceae,Sterculia oblonga,,0.51425,,590,590,590,590,610,610,610,610,610,715,715,715,715,715,One measurement; high buttresses
391589,10468,13,15,Annonaceae,Greenwayodendron suaveolens,,0.498461361,156,156,156,156,156,170,170,170,170,170,172,172,172,172,172,
391590,10469,13,15,Olacaceae,Strombosia nigropunctata,,0.827392857,209,209,209,209,209,226,226,226,226,226,218,218,218,218,218,
391591,10470,13,15,Sapindaceae,Pancovia laurentii,,0.661607143,310,310,310,310,310,326,326,326,326,326,289,289,289,289,289,
391592,10472,13,15,Meliaceae,Entandrophragma candollei,,0.574,101,101,101,101,101,100,100,100,100,100,101,101,101,101,101,
391593,10473,13,15,Annonaceae,Greenwayodendron suaveolens,,0.498461361,567,567,567,567,567,583,583,583,583,583,525,525,525,525,525,
391594,10474,13,15,Sapindaceae,Blighia welwitschii,,0.78575,413,413,413,413,413,431,431,431,431,431,376,376,376,376,376,
391595,10475,13,15,Olacaceae,Strombosia nigropunctata,,0.827392857,208,208,208,208,208,226,226,226,226,226,213,213,213,213,213,
391596,10476,13,15,Fabaceae,Dialium zenkeri,,0.86105,162,162,162,162,162,176,176,176,176,176,152,152,152,152,152,
391597,10477,13,15,Fabaceae,Pterocarpus soyauxii,,0.657785714,183,183,183,183,183,197,197,197,197,197,176,176,176,176,176,Broken at about 15 m
391598,10478,13,14,Ebenaceae,Diospyros bipindensis,,0.828845238,121,121,121,121,121,136,136,136,136,136,123,123,123,123,123,
391599,10479,13,14,Malvaceae,Triplochiton scleroxylon,,0.3345,,960,960,960,960,,980,980,980,980,1144,1144,1144,1144,1144,One measurement; high buttresses
391600,10480,13,14,Fabaceae,Albizia gummifera,var. ealaensis,0.5,159,159,159,159,159,0,0,0,0,0,0,0,0,0,0,
391601,10484,13,13,Malvaceae,Nesogordonia kabingaensis,,0.68125,112,112,112,112,112,126,126,126,126,126,116,116,116,116,116,
391602,10485,13,13,Fabaceae,Pterocarpus soyauxii,,0.657785714,298,298,298,298,298,300,300,300,300,300,275,275,275,275,275,
391603,10486,13,13,Annonaceae,Xylopia phloiodora,,0.59682,344,344,344,344,344,362,362,362,362,362,341,341,341,341,341,
391604,10489,13,13,Ebenaceae,Diospyros canaliculata,,0.828845238,203,203,203,203,203,222,222,222,222,222,163,163,163,163,163,
391605,10490,13,12,Ebenaceae,Diospyros bipindensis,,0.828845238,138,138,138,138,138,140,140,140,140,140,116,116,116,116,116,
391606,10491,13,9,Olacaceae,Strombosia nigropunctata,,0.827392857,109,109,109,109,109,120,120,120,120,120,129,129,129,129,129,
391607,10492,13,9,Ebenaceae,Diospyros canaliculata,,0.828845238,129,129,129,129,129,130,130,130,130,130,138,138,138,138,138,
391608,10494,13,12,Olacaceae,Strombosiopsis tetrandra,,0.663,290,290,290,290,290,306,306,306,306,306,273,273,273,273,273,
391609,10495,13,12,Meliaceae,Carapa procera,,0.6042,,138,138,138,138,150,150,150,150,150,143,143,143,143,143,
391610,10496,13,9,Rubiaceae,Pausinystalia macroceras,,0.588,202,202,202,202,202,213,213,213,213,213,203,203,203,203,203,
391611,10497,13,9,Olacaceae,Strombosia nigropunctata,,0.827392857,335,335,335,335,335,343,343,343,343,343,337,337,337,337,337,
391612,10498,13,12,Chrysobalanaceae,Parinari excelsa,,0.705,585,585,585,585,585,643,643,643,643,643,637,637,637,637,637,
391613,10499,13,11,Fabaceae,Tessmannia africana,,0.824,150,150,150,150,150,166,166,166,166,166,152,152,152,152,152,Broken at about 12 m
391614,10500,13,11,Sapindaceae,Pancovia pedicellaris,,0.661607143,140,140,140,140,140,156,156,156,156,156,146,146,146,146,146,
391615,10502,13,10,Rhizophoraceae,Cassipourea indet,sp._A_(Harris_&_Wortley_2008),0.684555556,163,163,163,163,163,173,173,173,173,173,168,168,168,168,168,
391616,10503,13,10,Olacaceae,Strombosia nigropunctata,,0.827392857,106,106,106,106,106,126,126,126,126,126,120,120,120,120,120,
391617,10504,13,10,Annonaceae,Greenwayodendron suaveolens,,0.498461361,165,165,165,165,165,187,187,187,187,187,177,177,177,177,177,
391618,10505,13,10,Annonaceae,Greenwayodendron suaveolens,,0.498461361,233,233,233,233,233,246,246,246,246,246,209,209,209,209,209,
391619,10506,13,10,Fabaceae,Angylocalyx pynaertii,,0.678842191,104,104,104,104,104,116,116,116,116,116,101,101,101,101,101,
391620,10507,13,10,Annonaceae,Greenwayodendron suaveolens,,0.498461361,305,305,305,305,305,320,320,320,320,320,326,326,326,326,326,
391621,10508,13,10,Olacaceae,Strombosia nigropunctata,,0.827392857,109,109,109,109,109,123,123,123,123,123,120,120,120,120,120,
391622,10509,13,10,Olacaceae,Strombosia nigropunctata,,0.827392857,254,254,254,254,254,260,260,260,260,260,238,238,238,238,238,
391623,10510,13,10,Annonaceae,Hexalobus crispiflorus,,0.483666667,199,199,199,199,199,210,210,210,210,210,178,178,178,178,178,
391624,10511,13,9,Malvaceae,Sterculia oblonga,,0.51425,113,113,113,113,113,126,126,126,126,126,113,113,113,113,113,
391625,10512,13,9,Annonaceae,Uvariastrum pierreanum,,0.498461361,167,167,167,167,167,187,187,187,187,187,168,168,168,168,168,
391626,10513,13,9,Annonaceae,Greenwayodendron suaveolens,,0.498461361,113,113,113,113,113,120,120,120,120,120,114,114,114,114,114,
391627,10518,13,8,Annonaceae,Isolona hexaloba,,0.498461361,181,181,181,181,181,197,197,197,197,197,180,180,180,180,180,
391628,10519,13,8,Meliaceae,Trichilia welwitschii,,0.52025,109,109,109,109,109,126,126,126,126,126,117,117,117,117,117,
391629,10520,13,8,Malvaceae,Cola acuminata,,0.507666667,190,190,190,190,190,208,208,208,208,208,190,190,190,190,190,
391630,10521,13,8,Lauraceae,Beilschmiedia congolana,,0.596060606,107,107,107,107,107,112,112,112,112,112,107,107,107,107,107,
391631,10522,13,8,Olacaceae,Strombosiopsis tetrandra,,0.663,227,227,227,227,227,232,232,232,232,232,209,209,209,209,209,
391632,10523,13,7,Malvaceae,Cola lateritia,,0.507,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,
391633,10524,13,7,Rubiaceae,Dictyandra arborescens,,0.680970366,175,175,175,175,175,193,193,193,193,193,0,0,0,0,0,
391634,10525,13,0,Bignoniaceae,Spathodea campanulata,,0.232,104,104,104,104,104,112,112,112,112,112,0,0,0,0,0,
391635,10526,13,0,Fabaceae,Samanea leptophylla,,0.678842191,209,209,209,209,209,0,0,0,0,0,0,0,0,0,0,
391636,10527,13,7,Ebenaceae,Diospyros canaliculata,,0.828845238,139,139,139,139,139,151,151,151,151,151,127,127,127,127,127,Liana ties around the bole
391637,10530,13,7,Meliaceae,Trichilia prieuriana,ssp. vermoesenii,0.663,168,168,168,168,168,196,196,196,196,196,176,176,176,176,176,
391638,10531,13,7,Sapindaceae,Deinbollia molliuscula,,0.661607143,102,102,102,102,102,116,116,116,116,116,104,104,104,104,104,
391639,10533,13,6,Fabaceae,Dialium indet,,0.86105,208,208,208,208,208,210,210,210,210,210,0,0,0,0,0,
391640,10535,13,6,Ebenaceae,Diospyros bipindensis,,0.828845238,127,127,127,127,127,150,150,150,150,150,152,152,152,152,152,Broken at about 4 m
391641,10536,13,6,Meliaceae,Entandrophragma cylindricum,,0.5715,123,123,123,123,123,136,136,136,136,136,125,125,125,125,125,Broken at about 3 m; no leaves
391642,10537,13,4,Olacaceae,Strombosia nigropunctata,,0.827392857,150,150,150,150,150,166,166,166,166,166,140,140,140,140,140,
391643,10538,13,6,Annonaceae,Anonidium mannii,,0.291,589,589,589,589,589,606,606,606,606,606,504,504,504,504,504,
391644,10539,13,6,Combretaceae,Terminalia superba,,0.458929825,,370,370,370,370,390,390,390,390,390,532,532,532,532,532,One measurement; high buttresses
391645,10540,13,6,Sapotaceae,Chrysophyllum boukokoense,,0.607102469,194,194,194,194,194,236,236,236,236,236,230,230,230,230,230,
391646,10542,13,6,Olacaceae,Strombosia grandifolia,,0.8245,275,275,275,275,275,297,297,297,297,297,265,265,265,265,265,
391647,10543,13,6,Malvaceae,Sterculia oblonga,,0.51425,276,276,276,276,276,297,297,297,297,297,272,272,272,272,272,
391648,10544,13,6,Fabaceae,Angylocalyx pynaertii,,0.678842191,128,128,128,128,128,140,140,140,140,140,128,128,128,128,128,
391649,10545,13,6,Euphorbiaceae,Discoglypremna caloneura,,0.3396,125,125,125,125,125,140,140,140,140,140,129,129,129,129,129,
391650,10546,13,6,Rubiaceae,Pausinystalia brachythyrsa,,0.603,101,101,101,101,101,126,126,126,126,126,109,109,109,109,109,
391651,10548,13,6,Fabaceae,Angylocalyx pynaertii,,0.678842191,392,392,392,392,392,426,426,426,426,426,413,413,413,413,413,
391652,10549,13,6,Meliaceae,Trichilia rubescens,,0.52025,115,115,115,115,115,120,120,120,120,120,116,116,116,116,116,
391653,10550,13,6,Ebenaceae,Diospyros bipindensis,,0.828845238,135,135,135,135,135,143,143,143,143,143,132,132,132,132,132,
391654,10551,13,7,Rubiaceae,Nauclea indet,,0.665045455,158,158,158,158,158,178,178,178,178,178,0,0,0,0,0,
391655,10552,13,7,Malvaceae,Nesogordonia kabingaensis,,0.68125,288,288,288,288,288,310,310,310,310,310,270,270,270,270,270,
391656,10554,13,7,Ebenaceae,Diospyros canaliculata,,0.828845238,215,215,215,215,215,223,223,223,223,223,211,211,211,211,211,
391657,10555,13,7,Fabaceae,Erythrophleum suaveolens,,0.8726,487,487,487,487,487,522,522,522,522,522,532,532,532,532,532,
391658,10556,13,4,Sapindaceae,Zanha golungensis,,0.661607143,310,310,310,310,310,310,310,310,310,310,303,303,303,303,303,
391659,10558,13,4,Fabaceae,Tetrapleura tetraptera,,0.53,458,458,458,458,458,470,470,470,470,470,440,440,440,440,440,
391660,10559,13,7,Apocynaceae,Funtumia elastica,,0.424,201,201,201,201,201,200,200,200,200,200,195,195,195,195,195,
391661,10560,13,7,Annonaceae,Monodora tenuifolia,,0.498461361,165,165,165,165,165,170,170,170,170,170,171,171,171,171,171,
391662,10561,13,8,Olacaceae,Strombosiopsis tetrandra,,0.663,215,215,215,215,215,236,236,236,236,236,217,217,217,217,217,
391663,10563,13,8,Sapotaceae,Synsepalum longecuneatum,,0.815,106,106,106,106,106,127,127,127,127,127,110,110,110,110,110,
391664,10564,13,7,Olacaceae,Strombosia pustulata,,0.830285714,115,115,115,115,115,134,134,134,134,134,130,130,130,130,130,
391665,10565,13,8,Ebenaceae,Diospyros canaliculata,,0.828845238,119,119,119,119,119,120,120,120,120,120,117,117,117,117,117,
391666,10566,13,8,Meliaceae,Trichilia prieuriana,ssp. vermoesenii,0.663,184,184,184,184,184,200,200,200,200,200,181,181,181,181,181,
391667,10567,13,8,Sapindaceae,Lecaniodiscus cupanioides,,0.661607143,195,195,195,195,195,200,200,200,200,200,171,171,171,171,171,
391668,10568,13,8,Olacaceae,Strombosiopsis tetrandra,,0.663,297,297,297,297,297,306,306,306,306,306,0,0,0,0,0,
391669,10569,13,3,Ebenaceae,Diospyros iturensis,,0.828845238,100,100,100,100,100,110,110,110,110,110,104,104,104,104,104,
391670,10570,13,2,Meliaceae,Guarea thompsonii,,0.551888889,191,191,191,191,191,207,207,207,207,207,185,185,185,185,185,
391671,10571,13,9,Olacaceae,Strombosia pustulata,,0.830285714,145,145,145,145,145,186,186,186,186,186,162,162,162,162,162,
391672,10572,13,9,Ebenaceae,Diospyros canaliculata,,0.828845238,157,157,157,157,157,173,173,173,173,173,161,161,161,161,161,
391673,10573,13,2,Meliaceae,Trichilia prieuriana,ssp. vermoesenii,0.663,265,265,265,265,265,273,273,273,273,273,222,222,222,222,222,
391674,10574,13,2,Olacaceae,Strombosia nigropunctata,,0.827392857,169,169,169,169,169,184,184,184,184,184,183,183,183,183,183,
391675,10576,13,9,Ebenaceae,Diospyros canaliculata,,0.828845238,170,170,170,170,170,187,187,187,187,187,158,158,158,158,158,
391676,10578,13,9,Olacaceae,Strombosia nigropunctata,,0.827392857,191,191,191,191,191,216,216,216,216,216,212,212,212,212,212,
391677,10579,13,9,Olacaceae,Strombosiopsis tetrandra,,0.663,538,538,538,538,538,558,558,558,558,558,574,574,574,574,574,
391678,10580,13,9,Olacaceae,Strombosia nigropunctata,,0.827392857,,178,178,178,178,190,190,190,190,190,177,177,177,177,177,
391679,10581,13,9,Olacaceae,Strombosia pustulata,,0.830285714,522,522,522,522,522,547,547,547,547,547,481,481,481,481,481,
391680,10584,13,10,Annonaceae,Greenwayodendron suaveolens,,0.498461361,108,108,108,108,108,110,110,110,110,110,113,113,113,113,113,
391681,10585,13,10,Apocynaceae,Picralima nitida,,0.775,112,112,112,112,112,110,110,110,110,110,103,103,103,103,103,
391682,10586,13,10,Annonaceae,Greenwayodendron suaveolens,,0.498461361,289,289,289,289,289,312,312,312,312,312,303,303,303,303,303,
391683,10589,13,1,Fabaceae,Dialium pachyphyllum,,0.9225,128,128,128,128,128,130,130,130,130,130,0,0,0,0,0,
391684,10590,13,10,Fabaceae,Millettia sanagana,,0.76425,104,104,104,104,104,114,114,114,114,114,107,107,107,107,107,
391685,10591,13,1,Bignoniaceae,Fernandoa adolfi-friderici,,0.539704762,,340,340,340,340,390,390,390,390,390,396,396,396,396,396,
391686,10592,13,1,Fabaceae,Dialium pachyphyllum,,0.9225,133,133,133,133,133,143,143,143,143,143,136,136,136,136,136,
391687,10596,13,1,Annonaceae,Anonidium mannii,,0.291,497,497,497,497,497,500,500,500,500,500,428,428,428,428,428,
391688,10598,13,1,Olacaceae,Strombosia nigropunctata,,0.827392857,150,150,150,150,150,166,166,166,166,166,157,157,157,157,157,
391689,10599,13,1,Sapindaceae,Pancovia laurentii,,0.661607143,405,405,405,405,405,410,410,410,410,410,394,394,394,394,394,
391690,10600,13,1,Annonaceae,Greenwayodendron suaveolens,,0.498461361,133,133,133,133,133,154,154,154,154,154,150,150,150,150,150,
391691,10601,13,1,Annonaceae,Greenwayodendron suaveolens,,0.498461361,127,127,127,127,127,130,130,130,130,130,126,126,126,126,126,
391692,10603,13,2,Annonaceae,Greenwayodendron suaveolens,,0.498461361,153,153,153,153,153,160,160,160,160,160,159,159,159,159,159,
391693,10604,13,2,Annonaceae,Greenwayodendron suaveolens,,0.498461361,240,240,240,240,240,250,250,250,250,250,237,237,237,237,237,
391694,10605,13,2,Rubiaceae,Pausinystalia macroceras,,0.588,117,117,117,117,117,136,136,136,136,136,136,136,136,136,136,
391695,10606,13,2,Malvaceae,Triplochiton scleroxylon,,0.3345,1200,1200,1200,1200,1200,,1220,1220,1220,1220,1281,1281,1281,1281,1281,"Termite mound aside the tree; marked ""X: by CIB"
391696,10607,13,2,Annonaceae,Greenwayodendron suaveolens,,0.498461361,302,302,302,302,302,324,324,324,324,324,296,296,296,296,296,
391697,10608,13,2,Meliaceae,Trichilia prieuriana,ssp. vermoesenii,0.663,388,388,388,388,388,402,402,402,402,402,0,0,0,0,0,
391698,10609,13,3,Malvaceae,Sterculia oblonga,,0.51425,448,448,448,448,448,451,451,451,451,451,426,426,426,426,426,
391699,10611,13,3,Annonaceae,Greenwayodendron suaveolens,,0.498461361,124,124,124,124,124,140,140,140,140,140,157,157,157,157,157,
391700,10613,13,3,Ebenaceae,Diospyros iturensis,,0.828845238,102,102,102,102,102,116,116,116,116,116,104,104,104,104,104,
391701,10614,13,3,Ebenaceae,Diospyros canaliculata,,0.828845238,141,141,141,141,141,152,152,152,152,152,150,150,150,150,150,
391702,10615,13,3,Olacaceae,Strombosia nigropunctata,,0.827392857,224,224,224,224,224,246,246,246,246,246,232,232,232,232,232,
391703,10616,13,4,Malvaceae,Sterculia oblonga,,0.51425,382,382,382,382,382,402,402,402,402,402,383,383,383,383,383,
391704,10618,13,4,Malvaceae,Sterculia oblonga,,0.51425,595,595,595,595,595,,615,615,615,615,597,597,597,597,597,One measurement; high buttresses
391705,10619,13,4,Indet,Indet indet,,0.606935828,154,154,154,154,154,157,157,157,157,157,151,151,151,151,151,
391706,10620,13,4,Apocynaceae,Tabernaemontana crassa,,0.55,106,106,106,106,106,113,113,113,113,113,105,105,105,105,105,
391707,10621,13,4,Meliaceae,Entandrophragma angolense,,0.4826,346,346,346,346,346,352,352,352,352,352,349,349,349,349,349,
391708,10622,13,0,Meliaceae,Trichilia welwitschii,,0.52025,198,198,198,198,198,201,201,201,201,201,0,0,0,0,0,
391709,10623,13,4,Sapotaceae,Chrysophyllum lacourtianum,,0.6305,156,156,156,156,156,178,178,178,178,178,163,163,163,163,163,
391710,10624,13,4,Fabaceae,Piptadeniastrum africanum,,0.605086957,304,304,304,304,304,342,342,342,342,342,318,318,318,318,318,
391711,10625,13,4,Combretaceae,Terminalia superba,,0.458929825,,895,895,895,895,,915,915,915,915,1015,1015,1015,1015,1015,One measurement; high buttresses
391712,10627,13,2,Rubiaceae,Corynanthe indet,,0.6735,108,108,108,108,108,110,110,110,110,110,125,125,125,125,125,
391713,10628,13,4,Meliaceae,Trichilia rubescens,,0.52025,102,102,102,102,102,100,100,100,100,100,102,102,102,102,102,Broken at about 6 m
391714,10629,13,5,Ebenaceae,Diospyros indet,,0.828845238,140,140,140,140,140,0,0,0,0,0,0,0,0,0,0,
391715,10630,13,5,Meliaceae,Trichilia rubescens,,0.52025,123,123,123,123,123,136,136,136,136,136,124,124,124,124,124,
391716,10632,13,0,Ebenaceae,Diospyros mannii,,0.813,108,108,108,108,108,131,131,131,131,131,0,0,0,0,0,
391717,10633,13,5,Meliaceae,Entandrophragma candollei,,0.574,316,316,316,316,316,342,342,342,342,342,347,347,347,347,347,
391718,10636,13,5,Lecythidaceae,Petersianthus macrocarpus,,0.6765,134,134,134,134,134,177,177,177,177,177,141,141,141,141,141,Broken at about 10 m
391719,10637,13,5,Meliaceae,Trichilia rubescens,,0.52025,106,106,106,106,106,112,112,112,112,112,113,113,113,113,113,
391720,10638,13,4,Malvaceae,Nesogordonia kabingaensis,,0.68125,190,190,190,190,190,216,216,216,216,216,222,222,222,222,222,
391721,10639,13,4,Sapindaceae,Blighia welwitschii,,0.78575,405,405,405,405,405,414,414,414,414,414,384,384,384,384,384,
391722,10640,13,5,Indet,Indet indet,,0.606935828,110,110,110,110,110,121,121,121,121,121,111,111,111,111,111,
391723,10641,13,4,Olacaceae,Strombosia nigropunctata,,0.827392857,175,175,175,175,175,182,182,182,182,182,177,177,177,177,177,
391724,10642,13,4,Ebenaceae,Diospyros canaliculata,,0.828845238,174,174,174,174,174,194,194,194,194,194,184,184,184,184,184,
391725,10643,13,2,Fabaceae,Dialium pachyphyllum,,0.9225,117,117,117,117,117,122,122,122,122,122,122,122,122,122,122,
391726,10644,13,0,Sapindaceae,Radlkofera calodendron,,0.661607143,177,177,177,177,177,182,182,182,182,182,0,0,0,0,0,
391727,10645,13,4,Pandaceae,Panda oleosa,,0.565,245,245,245,245,245,276,276,276,276,276,266,266,266,266,266,
391728,10646,13,4,Meliaceae,Carapa procera,,0.6042,140,140,140,140,140,0,0,0,0,0,0,0,0,0,0,
391729,10647,13,4,Sapindaceae,Zanha golungensis,,0.661607143,112,112,112,112,112,109,109,109,109,109,113,113,113,113,113,
391730,10649,13,4,Fabaceae,Albizia indet,,0.55475,661,661,661,661,661,720,720,720,720,720,636,636,636,636,636,Broken at about 2 m
391731,10650,13,4,Olacaceae,Strombosiopsis tetrandra,,0.663,131,131,131,131,131,150,150,150,150,150,176,176,176,176,176,
391732,10651,13,4,Fabaceae,Albizia glaberrima,var. glaberrima,0.545,396,396,396,396,396,448,448,448,448,448,438,438,438,438,438,
391733,10652,13,4,Bignoniaceae,Spathodea campanulata,,0.232,103,103,103,103,103,116,116,116,116,116,104,104,104,104,104,Borken at about 2 m
391734,10653,13,3,Malvaceae,Nesogordonia kabingaensis,,0.68125,200,200,200,200,200,200,200,200,200,200,176,176,176,176,176,
391735,10657,13,3,Sapindaceae,Pancovia pedicellaris,,0.661607143,110,110,110,110,110,111,111,111,111,111,104,104,104,104,104,
391736,10658,13,3,Meliaceae,Trichilia welwitschii,,0.52025,224,224,224,224,224,232,232,232,232,232,202,202,202,202,202,
391737,10660,13,3,Malvaceae,Duboscia macrocarpa,,0.474369071,455,455,455,455,455,477,477,477,477,477,390,390,390,390,390,
